dataset_name,rows,nn_linkage_clustering_time
letter.arff,100,0.0686830997467041
letter.arff,200,0.2517904758453369
letter.arff,500,1.49689679145813
letter.arff,1000,5.961446142196655
letter.arff,2000,23.509669017791747
letter.arff,4000,95.10048780441284
letter.arff,6000,214.07466192245482
letter.arff,8000,383.33468399047854
letter.arff,10000,582.5558990001679
